Episode,TotalReward,ApplesEaten,AvgLoss,Epsilon,StepsPerApple,TotalTime
98,10,2,0.5538229742792048,0.6118738784280476,31.0,0.25703907012939453
99,10,2,2.0502321349440433,0.6088145090359074,7.5,0.2580387592315674
100,-10,0,0.9246085847243222,0.6057704364907278,11,0.2580387592315674
101,0,1,1.2872980780912633,0.6027415843082742,16.0,0.25919151306152344
102,-10,0,0.2253079127368456,0.5997278763867329,75,0.2621896266937256
103,10,2,0.6953229804476136,0.5967292370047992,24.5,0.2641897201538086
104,-10,0,1.310216470240939,0.5937455908197752,8,0.26518964767456055
105,-10,0,0.7464888003759224,0.5907768628656763,14,0.26518964767456055
106,10,2,0.7873052395182869,0.5878229785513479,21.0,0.2666945457458496
107,-10,0,0.6966380572337636,0.5848838636585911,16,0.26819729804992676
108,0,1,0.6657965985821424,0.5819594443402982,33.0,0.26920080184936523
109,0,1,1.4570987801054847,0.5790496471185967,14.0,0.2702009677886963
110,-10,0,1.0520967190169006,0.5761543988830038,10,0.2702009677886963
111,10,2,1.0076851759422314,0.5732736268885887,16.0,0.27120351791381836
112,30,4,0.6499938355816429,0.5704072587541458,21.75,0.27520155906677246
113,10,2,1.136253832216969,0.567555222460375,14.0,0.2767064571380615
114,0,1,1.3501738717276377,0.5647174463480732,15.0,0.2767064571380615
115,-10,0,1.0286563311344523,0.5618938591163328,10,0.2767064571380615
116,0,1,0.9484604555459704,0.5590843898207511,23.0,0.2782309055328369
117,10,2,1.484081289575192,0.5562889678716474,10.5,0.2792346477508545
118,-10,0,0.6939340045804017,0.5535075230322891,16,0.28023648262023926
119,10,2,2.362911117671398,0.5507399854171277,6.5,0.28023648262023926
120,20,3,1.2024866942921832,0.547986285490042,11.666666666666666,0.28223466873168945
121,0,1,0.515846758947495,0.5452463540625918,48.0,0.28374171257019043
122,10,2,0.7537719641892361,0.5425201222922789,22.5,0.28574156761169434
123,10,2,1.042060674769551,0.5398075216808175,15.5,0.2867424488067627
124,0,1,1.4734558840492,0.5371084840724134,14.0,0.2879667282104492
125,20,3,1.215222727813414,0.5344229416520513,11.666666666666666,0.2889699935913086
126,-10,0,0.618876254830303,0.531750826943791,19,0.28997015953063965
127,0,1,1.496369145193883,0.5290920728090721,14.0,0.2909712791442871
128,0,1,3.3428959533905585,0.5264466124450268,6.0,0.2909712791442871
129,0,1,2.2498568362356655,0.5238143793828016,9.0,0.29197120666503906
130,10,2,0.8760158528994124,0.5211953074858876,18.5,0.292971134185791
131,-10,0,0.45656898091439974,0.5185893309484582,28,0.29397058486938477
132,0,1,0.9957977731088872,0.5159963842937159,23.0,0.2959713935852051
133,0,1,1.3653556521337582,0.5134164023722473,16.0,0.2959713935852051
134,10,2,1.3329996189472118,0.510849320360386,11.5,0.29697203636169434
135,10,2,1.2862643300902779,0.5082950737585841,12.0,0.29804301261901855
136,10,2,1.4165163064330628,0.5057535983897912,11.0,0.29904794692993164
137,20,3,0.5974116056811754,0.5032248303978422,27.333333333333332,0.30304908752441406
138,-10,0,1.2128883678449727,0.500708706245853,9,0.30304908752441406
139,-10,0,1.6733935393199832,0.4982051627146237,6,0.3040473461151123
140,40,5,0.9777837506224312,0.49571413690105054,13.4,0.306046724319458
141,40,5,1.1307927763887609,0.4932355662165453,11.4,0.30905842781066895
142,0,1,1.5622244314462814,0.4907693883854626,13.0,0.30905842781066895
143,10,2,0.9824691263264224,0.4883155414435353,16.0,0.31105899810791016
144,10,2,1.9982396130516524,0.4858739637363176,8.0,0.31105899810791016
145,-10,0,0.4969728240022662,0.483444593917636,26,0.3120574951171875
146,-10,0,0.7533155619337587,0.4810273709480478,15,0.31305742263793945
147,-10,0,1.50986781353811,0.47862223409330756,7,0.31305742263793945
148,10,2,2.3420139711800205,0.47622912292284103,6.5,0.3140573501586914
149,20,3,0.9650423947890465,0.4738479773082268,15.666666666666666,0.3160574436187744
150,-10,0,1.3201127517787323,0.47147873742168567,8,0.3160574436187744
151,0,1,1.0120426093973285,0.46912134373457726,22.0,0.31756162643432617
152,10,2,1.6574329097998155,0.46677573701590436,9.5,0.31806421279907227
153,20,3,1.372846314817084,0.46444185833082485,10.666666666666666,0.31906747817993164
154,20,3,1.2969372571714035,0.46211964903917074,11.0,0.32106757164001465
155,-10,0,0.9923415728420824,0.4598090507939749,11,0.32106757164001465
156,-10,0,0.6400208160895902,0.457510005540005,17,0.3220670223236084
157,0,1,1.0492279562523839,0.45522245551230495,21.0,0.32306694984436035
158,10,2,1.421092648952527,0.4529463432347434,11.0,0.32306694984436035
159,60,7,2.038412528137244,0.4506816115185697,5.857142857142857,0.32506871223449707
160,10,2,1.6823565360818349,0.4484282034609769,9.0,0.3260672092437744
161,10,2,1.2246582676371973,0.446186062443672,13.5,0.32757139205932617
162,0,1,0.8223058261497003,0.4439551321314536,29.0,0.3280911445617676
163,10,2,2.125552701307247,0.4417353564707963,7.5,0.32909440994262695
164,-10,0,0.9258115178328289,0.43952667968844233,11,0.32909440994262695
165,0,1,2.0343299500352723,0.43732904629000013,10.0,0.3300964832305908
166,-10,0,1.1806553575308667,0.4351424010585501,9,0.3300964832305908
167,10,2,1.9164414676522536,0.43296668905325736,8.5,0.33109450340270996
168,-10,0,1.5496958112531591,0.43080185560799106,7,0.33109450340270996
169,-10,0,1.1346728571448925,0.4286478463299511,10,0.3320939540863037
170,20,3,1.6429966972740018,0.42650460709830135,8.666666666666666,0.3330965042114258
171,30,4,1.9682722696802086,0.42437208406280985,6.75,0.3340952396392822
172,0,1,1.2836992652516788,0.4222502236424958,17.0,0.3350951671600342
173,10,2,1.158902691405909,0.42013897252428334,14.5,0.33609533309936523
174,20,3,1.2116443304238185,0.4180382776616619,12.666666666666666,0.3375983238220215
175,0,1,1.155850516245204,0.4159480862733536,19.0,0.3381154537200928
176,10,2,0.8896199217865572,0.41386834584198684,20.0,0.3401198387145996
177,20,3,0.8392963086777872,0.4117990041127769,20.0,0.34212231636047363
178,-10,0,1.0677029852873854,0.40974000909221303,11,0.34311985969543457
179,20,3,4.085831603324277,0.40769130904675194,3.3333333333333335,0.34311985969543457
180,-10,0,0.6429774330215773,0.40565285250151817,19,0.3441195487976074
181,10,2,1.4445144992499623,0.4036245882390106,11.5,0.3451192378997803
182,10,2,0.9414675824727364,0.4016064652978155,20.0,0.34611940383911133
183,10,2,2.6618689361501864,0.3995984329713264,6.0,0.3476228713989258
184,10,2,1.0934277116449198,0.3976004408064698,15.5,0.34868764877319336
185,10,2,1.0129897021873129,0.39561243860243744,16.5,0.34969258308410645
186,0,1,1.5613479094250498,0.3936343764094253,14.0,0.3506922721862793
187,0,1,0.7793146210465302,0.39166620452737816,33.0,0.35169196128845215
188,-10,0,1.66544899021429,0.3897078735047413,7,0.3526921272277832
189,-10,0,1.7986897349640947,0.3877593341372176,6,0.3526921272277832
190,-10,0,0.834437315988781,0.3858205374665315,15,0.3526921272277832
191,30,4,1.4868899318837998,0.38389143477919885,9.0,0.354691743850708
192,-10,0,0.8054865017439053,0.3819719776053028,15,0.35569238662719727
193,0,1,2.299168374730363,0.3800621177172763,9.0,0.35569238662719727
194,-10,0,0.8721493850976147,0.37816180712868996,14,0.3566920757293701
195,10,2,1.1944821257127824,0.37627099809304654,14.0,0.35769176483154297
196,0,1,0.7309252603715801,0.3743896431025813,32.0,0.3592045307159424
197,10,2,1.1292360625657833,0.37251769488706843,15.5,0.3601996898651123
198,0,1,1.1952471598074448,0.3706551064126331,18.0,0.36119937896728516
199,20,3,1.3624493111700562,0.36880183088056995,10.666666666666666,0.362199068069458
200,0,1,1.3400221736907723,0.3669578217261671,16.0,0.36319899559020996
201,10,2,1.1178182694965413,0.36512303261753626,15.5,0.3642005920410156
202,30,4,1.0400327368008868,0.3632974174544486,13.5,0.3661983013153076
203,20,3,1.2328931632026332,0.3614809303671764,11.666666666666666,0.3681983947753906
204,0,1,1.8170627220730056,0.3596735257153405,11.0,0.368701696395874
205,10,2,1.5271032091146561,0.3578751580867638,10.0,0.3697073459625244
206,0,1,2.2319011749656132,0.35608578229633,9.0,0.3697073459625244
207,10,2,1.4429244847190714,0.3543053533848483,11.0,0.37070536613464355
208,10,2,1.7091119088155842,0.35253382661792404,9.0,0.3717048168182373
209,0,1,1.4061611777711505,0.3507711574848344,16.0,0.3717048168182373
210,70,8,1.3822476290874024,0.34901730169741024,8.75,0.3747060298919678
211,0,1,1.3416445002082595,0.3472722151889232,17.0,0.37570762634277344
212,-10,0,1.7001742887461277,0.3455358541129786,6,0.37570762634277344
213,20,3,1.4734729384649912,0.3438081748424137,10.333333333333334,0.3767063617706299
214,20,3,1.5823452522045427,0.3420891339682016,9.0,0.37820863723754883
215,0,1,2.147754077990438,0.3403786882983606,10.0,0.37820863723754883
216,10,2,1.132236114046095,0.3386767948568688,15.0,0.3802154064178467
217,-10,0,1.9376974090666592,0.33698341088258443,5,0.3802154064178467
218,10,2,1.5539682519592997,0.3352984938281715,10.0,0.3812131881713867
219,30,4,1.8604286103968561,0.33362200135903064,7.0,0.38221311569213867
220,30,4,2.18260263989381,0.33195389135223546,6.0,0.3832402229309082
221,30,4,1.2509273912122878,0.3302941218954743,11.5,0.3852396011352539
222,-10,0,0.6063070926549167,0.32864265128599696,22,0.38623952865600586
223,10,2,0.9509402198707855,0.326999438029567,17.5,0.38823962211608887
224,0,1,1.4317982916298386,0.3253644408394192,14.0,0.3887441158294678
225,10,2,2.0328644281040766,0.3237376186352221,7.5,0.3887441158294678
226,0,1,0.5820194680188641,0.322118930542046,40.0,0.3907482624053955
227,0,1,0.8950232265524155,0.32050833588933575,27.0,0.3917503356933594
228,0,1,1.0501389896936055,0.31890579420988907,21.0,0.3927485942840576
229,20,3,1.4371053972798757,0.3173112652388396,9.666666666666666,0.39374804496765137
230,0,1,0.9802179221790585,0.3157247089126454,22.0,0.3957486152648926
231,40,5,1.990736628220393,0.3141460853680822,6.6,0.3967475891113281
232,40,5,1.5098722632910113,0.3125753549412418,8.6,0.39825010299682617
233,20,3,1.7969041225600408,0.31101247816653554,8.0,0.39925456047058105
234,50,6,1.3097795680271849,0.30945741577570285,10.0,0.4022533893585205
235,30,4,1.1179684143467379,0.3079101286968243,12.25,0.4042532444000244
236,30,4,1.6862934539018437,0.3063705780533402,8.0,0.4062533378601074
237,30,4,0.8926124561462947,0.30483872516307353,16.75,0.40876317024230957
238,10,2,1.044771336272339,0.3033145315372582,17.5,0.40976786613464355
239,20,3,0.9963144742996992,0.3017979588795719,16.333333333333332,0.4127669334411621
240,0,1,1.631665241253452,0.30028896908517405,13.0,0.4127669334411621
241,10,2,1.1028661465617031,0.2987875242397482,17.5,0.4147670269012451
242,10,2,1.618832070087518,0.29729358661854943,11.0,0.4147670269012451
243,40,5,2.026155491076276,0.29580711868545667,6.6,0.416766881942749
244,10,2,2.121547039075368,0.2943280830920294,8.0,0.416766881942749
245,10,2,1.0859933515796707,0.29285644267656924,16.5,0.41878819465637207
246,10,2,1.26910149514562,0.2913921604631864,15.0,0.41979289054870605
247,10,2,1.0402375345182153,0.28993519966087045,18.5,0.42179155349731445
248,10,2,1.1110127457281496,0.2884855236625661,14.5,0.4227917194366455
249,10,2,2.540639057395719,0.28704309604425327,6.0,0.4227917194366455
250,0,1,1.03701006284749,0.285607880564032,23.0,0.42379140853881836
251,10,2,1.297383853259602,0.28417984116121187,14.0,0.4257938861846924
252,-10,0,1.3191015040638434,0.2827589419554058,10,0.4257938861846924
253,20,3,1.6251216418366825,0.28134514724562876,8.666666666666666,0.42679452896118164
254,0,1,2.2249231799703892,0.2799384215094006,9.0,0.42679452896118164
255,10,2,0.9845013985538787,0.27853872940185365,21.0,0.4288194179534912
256,10,2,2.034500931371068,0.27714603575484437,8.0,0.4298248291015625
257,10,2,1.8621478607005326,0.2757603055760701,9.0,0.43082332611083984
258,0,1,1.5736470174717037,0.2743815040481898,13.0,0.43082332611083984
259,0,1,2.107928475103956,0.2730095965279488,10.0,0.4318227767944336
260,40,5,1.8578609920563318,0.27164454854530906,6.8,0.43282270431518555
261,0,1,1.4157114266879747,0.2702863258025825,15.0,0.4338223934173584
262,0,1,1.3182096824741252,0.2689348941735696,16.0,0.43482255935668945
263,0,1,2.7554556788844176,0.26759021970270175,8.0,0.43482255935668945
264,10,2,0.9175700823972209,0.2662522686041882,24.0,0.43682265281677246
265,10,2,1.5761620727976804,0.2649210072611673,10.5,0.43682265281677246
266,30,4,1.0140874383897198,0.26359640222486147,15.25,0.44036293029785156
267,-10,0,1.6805043415791177,0.26227842021373715,7,0.44036293029785156
268,50,6,1.6480960922615173,0.2609670281126685,8.0,0.44236207008361816
269,20,3,1.846421894699235,0.25966219297210513,8.0,0.4433610439300537
270,50,6,1.0147478820751237,0.2583638820072446,15.0,0.4473607540130615
271,0,1,1.4887069591453246,0.2570720625972084,16.0,0.4483606815338135
272,0,1,1.4695349342274895,0.25578670228422234,14.0,0.44886255264282227
273,30,4,2.1262561065589622,0.25450776877280124,6.5,0.44936466217041016
274,-10,0,0.8094342429795744,0.2532352299289372,20,0.45036745071411133
275,20,3,1.0761913144109327,0.2519690537792925,14.333333333333334,0.45236992835998535
276,10,2,1.2790510257216892,0.2507092085103961,14.0,0.4533698558807373
277,30,4,1.3315879537291346,0.2494556624678441,11.5,0.4553697109222412
278,10,2,0.9331613939571465,0.24820838415550486,23.0,0.4578721523284912
279,20,3,0.9646504803663563,0.24696734223472733,19.333333333333332,0.46042633056640625
280,0,1,2.2424212180344387,0.2457325055235537,9.0,0.46042633056640625
281,10,2,1.0702662798716909,0.24450384299593592,17.5,0.46242570877075195
282,30,4,1.1116912680854316,0.24328132378095624,14.25,0.46442580223083496
283,0,1,1.2066091505391943,0.24206491716205145,21.0,0.4654254913330078
284,10,2,2.977759985840768,0.2408545925762412,5.5,0.46642565727233887
285,0,1,1.8441471915343406,0.23965031961336,12.0,0.46642565727233887
286,10,2,0.9822741478133261,0.2384520680152932,18.0,0.4679279327392578
287,30,4,1.5737038959781908,0.23725980767521673,9.5,0.46944642066955566
288,10,2,0.8738880501773565,0.23607350863684065,20.5,0.4714522361755371
289,10,2,1.3436291838403274,0.23489314109365644,14.0,0.47244954109191895
290,0,1,1.4062158207119395,0.23371867538818816,17.0,0.4734494686126709
291,10,2,1.6361924411569568,0.23255008201124722,10.5,0.47445034980773926
292,30,4,1.055200160386596,0.231387331601191,15.0,0.4764516353607178
293,40,5,1.8937855177854377,0.23023039494318503,6.6,0.4779541492462158
294,20,3,1.2081713438135187,0.2290792429684691,13.0,0.47995948791503906
295,-10,0,1.14234864296254,0.22793384675362674,11,0.47995948791503906
296,20,3,1.899018524390504,0.22679417751985861,7.333333333333333,0.4810030460357666
297,50,6,1.334790115834553,0.22566020663225933,9.5,0.48351263999938965
298,40,5,1.3794261485430477,0.22453190559909803,10.0,0.48550987243652344
299,20,3,0.9054537484776732,0.22340924607110255,18.0,0.48801207542419434
300,10,2,1.794181008420334,0.22229219984074702,9.5,0.48801207542419434
301,30,4,1.580821152077502,0.2211807388415433,8.75,0.4905223846435547
302,30,4,1.649587791207883,0.22007483514733558,8.5,0.49152684211730957
303,-10,0,1.387421979465733,0.2189744609715989,9,0.49252891540527344
304,0,1,1.6036551771318908,0.2178795886667409,15.0,0.49252891540527344
305,-10,0,1.2307651558359245,0.2167901907234072,11,0.4935269355773926
306,20,3,1.264715590048989,0.21570623976979014,11.666666666666666,0.49452662467956543
307,10,2,2.658142027389542,0.21462770857094118,6.0,0.4955263137817383
308,10,2,0.9551802294261079,0.21355457002808648,19.0,0.49652624130249023
309,0,1,2.078935917617831,0.21248679717794605,11.0,0.49652624130249023
310,0,1,2.2398855247838596,0.21142436319205632,10.0,0.4980297088623047
311,10,2,1.426137390634359,0.21036724137609603,13.5,0.49903368949890137
312,-10,0,1.3304778551080019,0.20931540516921554,10,0.49903368949890137
313,10,2,1.4947397512638974,0.20826882814336947,11.0,0.5005381107330322
314,30,4,2.8968291505986814,0.20722748400265262,4.5,0.5005381107330322
315,20,3,1.3312890298352913,0.20619134658263935,12.666666666666666,0.5025424957275391
316,10,2,1.9978874678294845,0.20516038984972615,8.0,0.503542423248291
317,0,1,1.4567289338429625,0.2041345879004775,15.0,0.503542423248291
318,-10,0,1.374127973478709,0.2031139149609751,9,0.504542350769043
319,40,5,1.2360176028473144,0.20209834538617025,11.2,0.5065429210662842
320,0,1,2.18541836903758,0.2010878536592394,9.0,0.5065429210662842
321,30,4,1.3432090516255322,0.2000824143909432,11.75,0.5090508460998535
322,40,5,1.5528168663812283,0.19908200231898848,8.8,0.5105564594268799
323,10,2,1.4886914908186903,0.19808659230739353,10.5,0.5115597248077393
324,10,2,1.8027431936346567,0.19709615934585656,10.0,0.5125598907470703
325,20,3,2.3232392780080477,0.19611067854912728,6.0,0.5135595798492432
326,30,4,1.4726403357228308,0.19513012515638165,10.25,0.5155596733093262
327,10,2,1.22941835446895,0.19415447453059972,15.0,0.5165596008300781
328,70,8,1.335354018852189,0.19318370215794672,9.25,0.5190649032592773
329,0,1,1.7871954883858772,0.192217783647157,12.0,0.5190649032592773
330,0,1,1.3959534137598633,0.1912566947289212,18.0,0.5206263065338135
331,40,5,1.7460613637277256,0.1903004112552766,7.4,0.5225775241851807
332,10,2,1.2704802841337492,0.18934890919900021,13.5,0.5235774517059326
333,20,3,2.2258067833790984,0.18840216465300522,6.333333333333333,0.5245773792266846
334,10,2,1.4526604419208768,0.18746015382974018,12.0,0.5255799293518066
335,40,5,1.4135246570259843,0.1865228530605915,10.0,0.5280814170837402
336,10,2,1.6491577447385262,0.18559023879528855,11.0,0.5290846824645996
337,80,9,1.378451937086006,0.1846622876013121,8.88888888888889,0.5315978527069092
338,30,4,1.9967439409100525,0.18373897616330553,7.0,0.5335953235626221
339,10,2,0.7750141139832079,0.182820281282489,29.0,0.5355935096740723
340,30,4,1.0841813737872779,0.18190617987607657,13.75,0.5380964279174805
341,40,5,1.5590323900592897,0.18099664897669618,9.2,0.539100170135498
342,10,2,2.537332075171946,0.1800916657318127,6.0,0.5406029224395752
343,0,1,1.5557304097805609,0.17919120740315364,14.0,0.5416104793548584
344,10,2,1.1624896554778321,0.17829525136613786,14.5,0.5426092147827148
345,0,1,1.3122234777184767,0.17740377510930716,18.0,0.5436065196990967
346,80,9,1.2719379534897821,0.17651675623376062,10.333333333333334,0.5466058254241943
347,30,4,2.14078920674493,0.1756341724525918,6.5,0.5481083393096924
348,0,1,1.4689995723413412,0.17475600159032884,16.0,0.5491113662719727
349,10,2,1.5686410070731547,0.17388222158237718,12.5,0.5501134395599365
350,40,5,1.068995622894978,0.1730128104744653,14.0,0.552619457244873
351,10,2,1.5900239923472554,0.17214774642209296,11.5,0.5536184310913086
352,30,4,2.1783441892371274,0.1712870076899825,6.25,0.5546185970306396
353,0,1,0.8567467604715887,0.17043057265153258,32.0,0.5566186904907227
354,30,4,1.4271344095636411,0.16957841978827493,10.5,0.5581221580505371
355,20,3,2.1417786876503357,0.16873052768933355,6.333333333333333,0.559126615524292
356,20,3,1.5184757884509699,0.1678868750508869,10.333333333333334,0.5601274967193604
357,10,2,1.6005774766577887,0.16704744067563246,10.5,0.5616295337677002
358,10,2,0.9534948310716401,0.1662122034722543,20.5,0.5626356601715088
359,0,1,2.009011228664373,0.16538114245489302,10.0,0.5636329650878906
360,70,8,1.295027920424393,0.16455423674261854,10.375,0.5666327476501465
361,70,8,1.222926916424024,0.16373146555890544,10.5,0.570141077041626
362,10,2,0.9685260763164467,0.16291280823111093,20.5,0.5716428756713867
363,30,4,1.3617732706543952,0.16209824418995536,11.25,0.5736467838287354
364,50,6,1.5299784011664583,0.16128775296900558,8.666666666666666,0.576648473739624
365,30,4,1.1016529177935444,0.16048131420416054,14.25,0.5781509876251221
366,70,8,1.401566733498648,0.15967890763313974,9.375,0.581658124923706
367,0,1,1.307446289758351,0.15888051309497406,17.0,0.5826630592346191
368,20,3,1.3446137423743239,0.1580861105294992,10.666666666666666,0.5836665630340576
369,40,5,1.3595058640326003,0.1572956799768517,10.8,0.5856666564941406
370,30,4,0.9456445118224915,0.15650920157696743,15.25,0.5891735553741455
371,70,8,1.5004060027064507,0.1557266555690826,8.625,0.5916793346405029
372,0,1,0.930197970991879,0.1549480222912372,24.0,0.5926854610443115
373,20,3,2.2787037342318377,0.15417328217978102,6.333333333333333,0.5936827659606934
374,40,5,1.0369510886161994,0.1534024157688821,14.2,0.5966825485229492
375,-10,0,1.195978664801613,0.1526354036900377,11,0.5966825485229492
376,60,7,1.3554662929322865,0.1518722266715875,9.285714285714286,0.6001951694488525
377,10,2,0.9936936107826911,0.15111286553822956,17.0,0.6001951694488525
378,-10,0,1.4856463904295616,0.15035730121053842,8,0.6016993522644043
