Episode,Score,Epsilon,Loss,Steps
0,-11.2,0.9,N/A,13
1,-2.0,0.9,N/A,22
2,-11.3,0.9,N/A,14
3,-10.5,0.9,N/A,6
4,-11.1,0.8990473967040957,6.0943074226379395,12
5,-12.0,0.8940627467302449,1.5763554573059082,21
6,-11.6,0.890047802903912,1.5602922439575195,17
7,-11.2,0.8869897214703933,1.4482269287109375,13
8,-10.8,0.8848787454153176,1.378735065460205,9
9,-10.9,0.8825391082694961,0.5222119092941284,10
10,-11.1,0.8797397078371519,0.15758216381072998,12
11,-10.6,0.8781108267342139,0.10870075225830078,7
12,-14.200000000000001,0.8681707995177304,0.16665484011173248,43
13,-10.9,0.8658753385158775,0.14536994695663452,10
14,-10.9,0.8635859467589404,0.0757974162697792,10
15,-0.6999999999999993,0.8615306701182078,0.030228201299905777,9
16,-11.1,0.8587979081274834,1.467552661895752,12
17,-10.9,0.8565272292384047,0.6278219819068909,10
18,-10.5,0.8551677047076783,0.7262767553329468,6
19,-11.6,0.8513274258133254,0.3904941976070404,17
20,-10.9,0.8490764990292781,0.3435256779193878,10
21,-11.1,0.8463832414770587,0.5089832544326782,12
22,-11.0,0.8439219274790747,0.30560997128486633,11
23,-4.299999999999988,0.833927226304786,0.41356396675109863,45
24,-10.6,0.8323831692523961,0.5555577874183655,7
25,-11.8,0.8282065531861601,0.50550377368927,19
26,-10.8,0.8262354771295688,0.41428789496421814,9
27,-10.7,0.8244873480187327,0.25490304827690125,8
28,-11.6,0.8207848445871517,0.1575254201889038,17
29,-10.5,0.8194820522268237,0.08895733952522278,6
30,-10.9,0.8173153252490793,0.2142217457294464,10
31,-11.2,0.8145071425724639,0.11867181211709976,13
32,-0.8999999999999986,0.8121385254576293,0.11411237716674805,11
33,-4.599999999999991,0.8018830863052889,0.10922074317932129,48
34,-15.299999999999997,0.7905004316357684,0.1306610256433487,54
35,-11.4,0.7873673564110882,0.09736014157533646,15
36,-10.5,0.7861176060246516,0.1622072160243988,6
37,-11.1,0.7836240531094795,1.3990520238876343,12
38,-4.2999999999999865,0.7743434692203871,0.1926647275686264,45
39,-12.4,0.7692351655597848,0.29554006457328796,25
40,-13.500000000000002,0.7619383537328921,0.4717005491256714,36
41,-1.099999999999996,0.7593204386889653,2.4541120529174805,13
42,-12.100000000000001,0.7549105957714926,0.5166551470756531,22
43,-13.3,0.748145705493137,0.2648334205150604,34
44,-10.9,0.7461675932465408,0.6702743768692017,10
45,-11.700000000000001,0.74262016193305,0.6442069411277771,18
46,-11.1,0.7402645822392967,0.4559634029865265,12
