Episode,Score,Epsilon,Loss,Steps
0,-11.3,0.9,N/A,14
1,-10.5,0.9,N/A,6
2,-10.4,0.9,N/A,5
3,-12.3,0.9,N/A,24
4,-10.7,0.9,N/A,8
5,-11.2,0.8751842999822604,8.995695114135742,13
6,-17.19999999999999,0.6538309381435353,3.1665546894073486,73
7,14.09999999999999,0.5083683983321534,5.626379489898682,63
8,12.599999999999966,0.37228104912036597,1.7717928886413574,78
9,-11.2,0.3534432237119742,2.800459146499634,13
10,-13.3,0.30855985130109403,1.649478554725647,34
11,9.800000000000011,0.20205045606230954,4.665530204772949,106
12,-35.700000000000095,0.07209478856791776,0.2584022283554077,258
13,-30.000000000000014,0.03230178728389446,0.30124449729919434,201
14,-31.90000000000004,0.013414969375490077,2.1746628284454346,220
15,-16.799999999999958,0.0045444617627090275,0.35403209924697876,271
16,-79.7999999999997,8.370847316197568e-05,0.9631434679031372,1000
17,82.59999999999987,1.1871203429944102e-05,1.1937021017074585,489
18,91.89999999999952,2.1866622839036944e-07,0.79537034034729,1000
19,-29.600000000000534,8.847226555287224e-09,0.18140190839767456,803
20,58.000000000000696,1.5754735570003272e-09,0.5757741332054138,432
21,56.69999999999985,8.934738940495426e-10,1.3207955360412598,142
22,156.70000000000053,2.1726684299945102e-10,0.158399298787117,354
23,106.00000000000026,1.1744854658222244e-10,0.5078776478767395,154
24,72.4999999999999,3.732372718115438e-11,0.2675209939479828,287
25,131.90000000000035,1.6924343283492132e-11,0.1415472775697708,198
26,139.0000000000007,6.807650545463451e-12,0.7542197108268738,228
27,198.20000000000095,2.5893854311099243e-12,0.4007132649421692,242
28,119.20000000000059,1.0583296922122244e-12,0.4156605303287506,224
29,44.69999999999994,8.327951720084012e-13,1.3701272010803223,60
30,124.00000000000057,4.123145919818311e-13,0.5778387784957886,176
31,140.6000000000007,1.7679482230467075e-13,0.5401782393455505,212
32,86.30000000000018,9.749835762004323e-14,0.512256383895874,149
33,81.30000000000001,6.59166947890263e-14,1.225163459777832,98
34,80.40000000000019,4.2991354483441495e-14,0.6033206582069397,107
35,203.50000000000105,1.3499396347741695e-14,1.1371352672576904,290
36,239.60000000000113,3.5698906105969705e-15,0.3017202317714691,333
37,77.10000000000014,2.0407748050404585e-15,0.6503421068191528,140
38,100.50000000000017,1.3257025033035893e-15,0.17651470005512238,108
39,44.599999999999945,1.0390311822934644e-15,1.5152090787887573,61
40,80.2000000000003,6.722717482644606e-16,0.3211999535560608,109
41,198.50000000000063,2.5879056920595165e-16,0.35014140605926514,239
42,181.3000000000008,1.1230353371870816e-16,1.6450436115264893,209
43,120.60000000000022,7.266239381064969e-17,0.5261321663856506,109
44,148.60000000000034,4.288718891705736e-17,0.15881724655628204,132
45,148.70000000000033,2.541441828879143e-17,0.1994045227766037,131
46,110.40000000000035,1.6378032928281467e-17,0.15548866987228394,110
47,254.3000000000004,5.204740718959807e-18,0.2604818642139435,287
48,206.70000000000087,1.8571335546430145e-18,0.23843792080879211,258
49,103.90000000000018,1.381892858496272e-18,0.18524175882339478,74
50,163.20000000000059,6.521512367437808e-19,1.2168048620224,188
51,199.60000000000082,2.6232141762769807e-19,0.3540162444114685,228
52,128.70000000000036,1.5669522754490298e-19,0.3425707221031189,129
53,192.80000000000078,7.190957598434616e-20,1.6971598863601685,195
54,220.10000000000082,2.9273610867983555e-20,1.6057674884796143,225
55,108.50000000000031,1.7486315671447827e-20,0.3225266933441162,129
56,223.7000000000007,8.21935145347723e-21,0.3420719504356384,189
57,93.00000000000026,5.923673078579149e-21,0.2943941652774811,82
58,193.60000000000068,2.8067242377665546e-21,0.5549658536911011,187
59,25.899999999999977,2.3356240875559118e-21,0.2949747145175934,46
60,92.40000000000019,1.6434186025070283e-21,0.8197149038314819,88
61,164.90000000000057,8.300653209011947e-22,0.33088523149490356,171
62,93.80000000000007,6.176515071686749e-22,0.47189947962760925,74
63,219.3000000000009,2.435316261923747e-22,0.6960664987564087,233
64,195.100000000001,8.184246677241694e-23,1.000647783279419,273
65,132.30000000000024,5.644823909935229e-23,1.0814567804336548,93
66,263.10000000000116,1.703085646446014e-23,0.4027949571609497,300
67,206.90000000000074,6.125618592552809e-24,2.094714641571045,256
68,280.6,1.65920019634093e-24,0.45465362071990967,327
69,184.5000000000007,8.181907844262354e-25,0.39189985394477844,177
70,277.4000000000008,2.919433727644606e-25,0.676558792591095,258
71,195.50000000000097,9.969211622489706e-26,1.4781150817871094,269
72,110.9000000000002,6.554143512380911e-26,4.689608097076416,105
73,188.70000000000047,3.8223432734185717e-26,0.4895399510860443,135
74,200.10000000000082,1.5685150162744274e-26,0.7999657392501831,223
75,165.40000000000057,8.082139036357246e-27,0.791559636592865,166
76,178.90000000000043,4.7702835748768754e-27,1.1583083868026733,132
77,175.2000000000004,2.428721371136855e-27,0.9667825698852539,169
78,179.0000000000004,1.4392302781227433e-27,2.1621978282928467,131
79,166.6000000000006,7.780087473497801e-28,2.9205501079559326,154
80,190.4000000000008,3.2440110558288884e-28,1.6319730281829834,219
81,145.7000000000004,1.7052714745253756e-28,2.1400530338287354,161
82,195.3000000000004,8.647534666245984e-29,2.6467883586883545,170
83,194.20000000000059,4.196712830928063e-29,2.218043804168701,181
84,174.10000000000068,2.04484741461327e-29,1.2208681106567383,180
85,138.80000000000038,1.2214703390410476e-29,3.775177001953125,129
86,173.90000000000066,5.904255644309831e-30,3.2667131423950195,182
87,137.20000000000044,3.308504758728265e-30,1.122939944267273,145
88,168.3000000000005,1.914150486493957e-30,1.8192167282104492,137
89,114.30000000000015,1.4414893986849215e-30,4.134045600891113,71
90,351.1999999999985,3.888889273772445e-31,5.492345333099365,328
91,312.8999999999991,1.1409554225150196e-31,3.678112745285034,307
92,296.7999999999995,2.634080198543297e-32,3.5456597805023193,367
93,288.3000000000004,9.703998825618706e-33,1.1752376556396484,250
94,225.9000000000009,3.3269604829543315e-33,1.8581912517547607,268
95,186.80000000000055,1.79846435776886e-33,3.2746834754943848,154
96,156.4000000000005,9.683253805554587e-34,6.670774459838867,155
97,200.30000000000064,4.005435428478484e-34,2.1323835849761963,221
