Episode,Score,Epsilon,Loss,Steps
0,-11.2,0.9,N/A,13
1,-11.9,0.9,N/A,20
2,-14.999999999999998,0.9,N/A,51
3,-10.9,0.9,N/A,10
4,-12.3,0.9,N/A,24
5,-13.3,0.716225320646916,3.8164284229278564,34
6,-5.399999999999983,0.4293957200453975,2.902132034301758,56
7,-5.8999999999999915,0.24593887628372496,1.3703192472457886,61
8,6.100000000000001,0.16756496300710144,2.211466073989868,42
9,-20.59999999999998,0.06304314412504806,1.1124622821807861,107
10,12.299999999999809,0.01195402052218242,0.9502748847007751,182
11,-3.6999999999999886,0.008370919555153471,0.8962171077728271,39
12,-79.80000000000003,9.016948964017909e-07,0.05248487740755081,1000
13,17.999999999999893,2.8780306650261937e-07,0.1378529667854309,125
14,112.70000000000076,8.15994308938502e-09,0.2851944863796234,390
15,46.19999999999984,3.3956491574551766e-10,0.5363983511924744,348
16,-19.20000000000046,3.657709878914534e-14,0.054819971323013306,1000
17,73.30000000000021,7.193764927532973e-15,0.08049194514751434,178
18,91.50000000000054,4.683924528078631e-16,0.2117472141981125,299
19,-39.400000000000745,5.045408469490695e-20,0.05424441024661064,1000
20,-99.9999999999986,5.4347900935224484e-24,0.04747559130191803,1000
21,65.89999999999995,1.3679115861725501e-24,0.4647940397262573,151
22,80.20000000000019,5.053325232104275e-25,0.1420488804578781,109
23,128.0000000000004,5.797344884864902e-26,0.3140273690223694,237
24,72.80000000000038,1.0892750507954049e-26,0.4638079106807709,183
25,168.20000000000067,1.2270267095266874e-27,0.08756038546562195,239
26,143.0000000000007,2.2025403216592606e-28,0.2036253809928894,188
27,110.1000000000001,7.844625870050633e-29,0.16008251905441284,113
28,172.1000000000008,1.2619133198057768e-29,0.4706467390060425,200
29,82.60000000000016,5.8046210459847164e-30,0.17971055209636688,85
30,289.10000000000053,2.5284136260922082e-31,0.2141859233379364,343
31,118.00000000000037,7.365577305046464e-32,0.6586938500404358,135
32,78.39999999999998,2.3083792951364568e-32,0.28175169229507446,127
33,46.79999999999996,1.6164651337608168e-32,0.7354980707168579,39
34,53.59999999999996,8.373190373499362e-33,1.0046477317810059,72
35,189.50000000000088,1.0429230703396323e-33,0.20098966360092163,228
36,78.40000000000023,3.2685313347301307e-34,0.3220910131931305,127
37,144.20000000000036,6.546890343617399e-35,0.3942912817001343,176
38,79.10000000000008,2.187305474863169e-35,0.2377660870552063,120
39,151.40000000000043,3.361461649917573e-36,0.9498896598815918,205
40,109.90000000000022,4.671991377621376e-37,0.15546877682209015,216
41,148.70000000000041,1.4116647056770268e-37,0.4375576972961426,131
42,163.00000000000065,2.4880893991422367e-38,0.715157151222229,190
43,151.0000000000005,3.686496683182762e-39,0.35440951585769653,209
44,126.00000000000017,8.86442423951968e-40,0.40420132875442505,156
45,206.30000000000058,2.0363322998251756e-40,0.25017741322517395,161
46,205.60000000000107,1.7439486905227892e-41,1.3043034076690674,269
47,79.60000000000008,6.098831632789516e-42,0.4381941556930542,115
48,127.10000000000022,1.6215419123210755e-42,0.2849338948726654,145
49,206.70000000000064,1.5355292045657221e-43,0.6906587481498718,258
50,92.80000000000005,7.128040227954242e-44,0.7309328317642212,84
51,152.20000000000041,1.1785026714872836e-44,0.623862087726593,197
52,182.50000000000065,1.9484577840286283e-45,1.0314892530441284,197
53,249.50000000000068,2.2974497876947938e-46,0.3576219081878662,234
54,217.60000000000056,2.3405484693744367e-47,0.2476048469543457,250
55,159.7000000000006,3.0515291011985805e-48,0.8969598412513733,223
56,147.50000000000037,8.262937682110383e-49,1.409902811050415,143
57,179.3000000000006,1.0198306799617143e-49,0.40076345205307007,229
58,80.00000000000011,3.699234545226654e-50,1.223707914352417,111
59,77.20000000000036,1.0389620481762526e-50,0.7255099415779114,139
60,144.90000000000035,2.218482935990895e-51,1.4076181650161743,169
61,158.60000000000036,6.5818834781575945e-52,1.3567901849746704,133
62,36.29999999999996,4.443636307472625e-52,2.068589210510254,43
63,129.90000000000026,1.5258646805257752e-52,0.8931976556777954,117
64,222.10000000000076,2.344956232906602e-53,1.2411233186721802,205
65,172.60000000000076,3.948485956693315e-54,1.9383971691131592,195
66,333.3999999999988,9.761276328319608e-56,0.9169189929962158,405
67,233.90000000000094,6.963657285949512e-57,1.2454367876052856,289
68,220.50000000000088,9.246400343662639e-58,2.222708225250244,221
69,146.50000000000048,2.2851384563769827e-58,1.7420215606689453,153
70,175.30000000000052,4.924210859097305e-59,0.9311469197273254,168
71,179.4000000000009,6.133352854872742e-60,0.7218607068061829,228
72,146.2000000000005,1.4748051168547817e-60,2.127268075942993,156
73,121.90000000000026,6.1352764196984264e-61,1.0045132637023926,96
74,141.30000000000035,2.372421899917519e-61,0.9832940101623535,104
75,112.90000000000018,1.0912801912841213e-61,1.459848403930664,85
76,200.10000000000076,1.4227747490976258e-62,0.8352924585342407,223
77,94.90000000000012,8.001477618862995e-63,1.05006742477417,63
78,260.2000000000006,9.96624372942675e-64,0.9181747436523438,228
79,102.2000000000001,4.339798548081563e-64,3.361297607421875,91
80,218.80000000000075,4.933484222727031e-65,2.336343765258789,238
81,233.3000000000012,3.331794787495714e-66,1.4303218126296997,295
82,168.20000000000033,9.443517154708855e-67,1.941888689994812,138
83,121.80000000000018,3.8928310764300416e-67,1.8820403814315796,97
84,118.20000000000022,1.1549406186335657e-67,1.992086410522461,133
85,93.00000000000006,5.46018231321778e-68,3.423832416534424,82
86,176.8000000000004,1.3494194626036425e-68,2.058122396469116,153
87,130.00000000000034,4.676190519577458e-69,2.605189085006714,116
88,259.0000000000002,5.2196447212594486e-70,3.1183791160583496,240
89,240.50000000000125,2.7045919499702534e-71,2.6420323848724365,324
90,154.6000000000003,5.567847167027031e-72,2.996957540512085,173
91,265.9000000000004,4.63947905336816e-73,2.8902454376220703,272
92,74.20000000000005,2.492669480904074e-73,3.261348247528076,68
93,217.40000000000035,6.273934052193419e-74,1.7104212045669556,151
94,239.10000000000093,7.197668429173591e-75,2.5576915740966797,237
95,94.40000000000009,3.8671170234172527e-75,2.2828209400177,68
96,210.2000000000008,5.0418183127188794e-76,3.802640199661255,223
97,194.10000000000062,9.560119568245073e-77,2.081631660461426,182
98,157.60000000000034,2.588691426698359e-77,0.7589051723480225,143
99,192.40000000000074,4.2024764422500033e-78,3.3850066661834717,199
