Episode,Score,Epsilon,Loss,Steps
0,-10.8,0.9,N/A,9
1,-1.1999999999999993,0.9,N/A,14
2,-11.1,0.9,N/A,12
3,-10.6,0.9,N/A,7
4,-11.8,0.9,N/A,19
5,-11.6,0.9,N/A,17
6,-13.700000000000003,0.9,N/A,38
7,-16.099999999999994,0.6285825673751567,3.9525046348571777,62
8,-17.49999999999999,0.36818857154831786,3.3878016471862793,76
9,-13.100000000000001,0.2939430080218705,2.406919002532959,32
10,-13.000000000000002,0.23632650828880994,3.2281219959259033,31
11,7.899999999999999,0.09805126048091034,0.7765084505081177,125
12,16.199999999999964,0.07295940281864546,1.5338935852050781,42
13,7.99999999999995,0.030484458664981978,2.3575642108917236,124
14,40.50000000000001,0.0017628140110666835,0.3023745119571686,405
15,15.499999999999972,0.0012486458118483193,1.7937952280044556,49
16,-99.9999999999986,1.0963903550528604e-06,0.138137549161911,1000
17,-79.7999999999997,9.627003904922863e-10,0.03735699504613876,1000
18,74.10000000000005,7.0223552868089e-11,0.42820772528648376,372
19,24.799999999999436,7.833013189215538e-14,0.10251924395561218,966
20,105.50000000000028,3.0327585992003446e-15,0.45751598477363586,462
21,103.00000000000028,4.080775810422489e-16,0.7207784056663513,285
22,77.70000000000019,1.589187763291767e-16,0.3997561037540436,134
23,125.80000000000015,2.5677245370200848e-17,1.2394814491271973,259
24,76.20000000000029,8.997747394875473e-18,0.25397682189941406,149
25,111.30000000000021,4.420077830044836e-18,0.755956768989563,101
26,242.2000000000007,5.094392245652129e-19,0.4966757595539093,307
27,97.70000000000005,4.720675510188612e-20,0.7065376043319702,338
28,109.70000000000024,2.0720330773662608e-20,1.5123902559280396,117
29,81.80000000000001,1.076823678193618e-20,0.6795567870140076,93
30,118.20000000000007,2.0745775170721266e-21,0.8330864906311035,234
31,137.60000000000036,7.690716895431549e-22,0.7136642336845398,141
32,248.60000000000082,6.83187243588363e-23,1.7669929265975952,344
33,248.1000000000007,1.1927081370376993e-23,0.5335888266563416,248
34,146.8000000000005,4.1501431155984434e-24,0.972868800163269,150
35,117.60000000000036,1.5603182180247453e-24,2.288588762283325,139
36,192.90000000000063,2.3197527184979172e-26,0.4932068884372711,598
37,84.00000000000011,1.4074469498255706e-26,0.49588048458099365,71
38,121.00000000000034,3.9145941112724822e-28,0.8971522450447083,509
39,194.3000000000008,5.417732126516204e-29,0.5524070858955383,281
40,123.70000000000059,1.5371231791389383e-29,1.1510056257247925,179
41,152.4000000000008,3.896693348445967e-30,0.8506358861923218,195
42,225.30000000000086,5.665292509250721e-31,1.5425529479980469,274
43,170.70000000000053,1.2564259269178224e-31,0.5877558588981628,214
44,117.60000000000016,4.7237509858399576e-32,1.7716618776321411,139
45,150.50000000000077,1.047614611464765e-32,0.6076509356498718,214
46,90.10000000000022,4.796593632356633e-33,0.7156757116317749,111
47,88.30000000000018,1.9348520993941393e-33,1.8959474563598633,129
48,120.10000000000042,8.673806518689771e-34,1.3074785470962524,114
49,260.2,8.563075341818755e-35,1.3474422693252563,329
50,51.599999999999916,4.481610941572966e-35,2.099687337875366,92
51,231.00000000000085,9.731488664565607e-36,1.0610909461975098,217
52,145.9000000000006,3.178336722881278e-36,2.175060510635376,159
53,110.4000000000004,1.4655065350084135e-36,1.7829452753067017,110
54,187.0000000000005,5.028097638901264e-37,1.338296890258789,152
55,65.29999999999998,3.3903236192671713e-37,1.798606514930725,56
56,156.90000000000055,1.1796958359904035e-37,1.313841700553894,150
57,247.20000000000044,1.9331084243714086e-38,0.8920786380767822,257
58,133.7000000000005,5.4461661050444574e-39,1.950219750404358,180
59,124.60000000000045,1.646229170787801e-39,1.3726634979248047,170
60,260.5000000000004,1.6598916871764586e-40,2.426654815673828,326
61,93.70000000000005,9.791386535452004e-41,2.136301040649414,75
62,157.7000000000004,3.6043327608654156e-41,2.4639463424682617,142
63,165.20000000000059,1.1049362897674134e-41,1.4750535488128662,168
64,252.7000000000006,1.3098621647872039e-42,2.0813920497894287,303
65,139.0000000000004,5.358625326424313e-43,2.901883125305176,127
66,116.00000000000037,1.800113601061767e-43,3.0930309295654297,155
67,137.30000000000044,6.533827265830798e-44,2.3210363388061523,144
68,155.80000000000067,2.1041433577618795e-44,4.385174751281738,161
69,222.70000000000067,5.1860534422429435e-45,2.771672487258911,199
70,128.90000000000026,2.1216062320807414e-45,2.306516170501709,127
71,176.50000000000054,7.077091804279065e-46,2.8929758071899414,156
72,206.30000000000038,2.2790954070854755e-46,2.594905376434326,161
73,154.7000000000006,6.79280218970798e-47,2.2773587703704834,172
74,195.00000000000057,2.010383706404402e-47,3.817657232284546,173
75,211.20000000000076,4.4900376359646324e-48,3.4843990802764893,213
76,110.30000000000027,2.0558023626261677e-48,3.9905240535736084,111
77,98.29999999999995,8.23454738953109e-49,4.540379047393799,130
78,160.60000000000034,3.7175615240359195e-49,3.3207576274871826,113
79,128.90000000000026,1.520848519086415e-49,2.83646821975708,127
80,147.7000000000004,5.637974626099885e-50,2.114485502243042,141
81,157.5000000000004,2.0464015334557563e-50,4.39066743850708,144
82,242.00000000000077,4.734174353811243e-51,4.11632776260376,208
83,75.5,3.214683160087752e-51,3.1469273567199707,55
84,96.10000000000012,2.2452153267396016e-51,4.5548787117004395,51
85,256.3000000000005,3.429094270485524e-52,6.876840591430664,267
86,280.7000000000001,7.038380825290463e-53,3.103412628173828,225
87,92.6000000000002,3.8425187242823877e-53,3.5598175525665283,86
88,198.2000000000004,1.4244694850234992e-53,2.627068042755127,141
89,217.60000000000093,2.4520800029565315e-54,3.369453191757202,250
90,102.5000000000002,1.31997260687975e-54,4.744281768798828,88
91,186.60000000000048,4.403063667879556e-55,4.484279155731201,156
92,165.20000000000041,1.3497934723508732e-55,4.0784196853637695,168
93,157.70000000000041,4.968759853552194e-56,6.5165605545043945,142
94,165.00000000000057,1.5019221330727598e-56,3.1679747104644775,170
95,147.5000000000004,5.48999093014686e-57,3.590608835220337,143
96,144.6000000000005,1.6362817587995742e-57,5.657830715179443,172
97,194.8000000000005,4.775019271512448e-58,5.55022668838501,175
98,111.10000000000016,2.3129076931985556e-58,5.016104698181152,103
99,185.3000000000006,7.04067317141265e-59,5.524195194244385,169
